cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
1,0.0017,0.0003,100.0,642.19,1585.73,1403.05,553.76,2387.98,9051.46,47.19,521.52,2388.07,8135.89,8.4166,393,39.06,23.3873
2,-0.0017,-0.0002,100.0,642.75,1580.72,1393.99,554.70,2388.02,9053.83,47.26,522.42,2388.00,8138.29,8.4437,390,38.93,23.4303
3,-0.0014,-0.0000,100.0,642.15,1578.79,1398.29,554.20,2388.04,9043.73,47.35,522.28,2388.04,8136.97,8.3910,391,39.05,23.4766
4,-0.0019,0.0004,100.0,641.75,1591.06,1392.86,554.78,2388.01,9060.11,47.20,521.42,2388.02,8138.81,8.4136,391,39.12,23.3907
5,-0.0003,-0.0005,100.0,642.41,1587.86,1406.54,554.36,2388.03,9053.46,47.16,522.04,2388.03,8141.61,8.4100,392,38.93,23.4475
6,0.0037,-0.0000,100.0,642.39,1583.62,1404.13,554.66,2388.03,9057.50,47.17,522.37,2388.00,8137.91,8.4058,391,38.96,23.4038
7,0.0002,0.0003,100.0,642.38,1577.17,1408.38,553.34,2388.05,9061.90,47.19,522.59,2388.01,8141.26,8.4185,392,38.95,23.4416
8,0.0023,0.0004,100.0,642.45,1575.25,1397.71,554.50,2388.04,9050.68,47.14,522.15,2388.00,8136.30,8.3670,391,39.01,23.4234
9,0.0016,0.0003,100.0,642.52,1586.26,1400.66,554.50,2388.02,9051.89,47.19,522.26,2387.98,8137.37,8.3842,394,39.12,23.5357
10,0.0004,-0.0001,100.0,642.18,1584.91,1398.40,554.44,2388.02,9054.82,47.32,522.18,2388.02,8144.26,8.4075,392,38.97,23.4952
11,-0.0045,-0.0002,100.0,642.34,1586.73,1398.69,553.80,2388.01,9056.51,47.33,521.90,2388.05,8138.03,8.3939,392,39.06,23.4224
12,-0.0008,-0.0003,100.0,642.05,1585.47,1399.68,554.05,2388.05,9061.51,47.17,522.20,2388.03,8139.54,8.3736,392,39.04,23.3217
13,-0.0010,-0.0002,100.0,642.83,1596.04,1405.52,554.33,2388.04,9056.70,47.21,521.81,2388.01,8140.12,8.4158,393,39.09,23.4108
14,0.0025,0.0002,100.0,642.59,1580.14,1393.79,554.32,2388.02,9051.64,47.27,522.20,2388.03,8136.99,8.4198,392,39.05,23.3954
15,-0.0001,-0.0005,100.0,642.19,1587.16,1403.10,553.66,2388.00,9051.95,47.29,522.35,2388.02,8131.31,8.4245,392,39.07,23.3828
16,0.0007,0.0001,100.0,641.92,1584.46,1396.76,554.40,2388.01,9055.16,47.22,521.75,2387.99,8138.49,8.3778,392,38.98,23.3850
17,-0.0012,-0.0003,100.0,642.57,1590.32,1403.83,554.73,2388.06,9053.09,47.36,522.10,2387.99,8136.35,8.3756,392,39.02,23.3642
18,0.0010,0.0002,100.0,642.03,1584.79,1399.32,554.03,2388.03,9060.89,47.29,522.25,2388.03,8138.76,8.4044,392,38.95,23.4937
19,0.0003,0.0005,100.0,642.08,1582.10,1402.05,553.88,2388.06,9061.60,47.22,522.29,2388.07,8135.26,8.4041,392,38.83,23.4093
20,0.0034,-0.0002,100.0,642.29,1583.81,1401.05,554.12,2388.05,9060.29,47.20,522.16,2388.05,8132.94,8.4173,392,38.91,23.3670
21,-0.0001,0.0000,100.0,642.24,1584.16,1401.83,554.51,2388.07,9055.98,47.36,522.07,2388.01,8138.78,8.4356,390,39.02,23.3525
22,-0.0009,-0.0004,100.0,642.12,1583.02,1397.14,554.22,2388.05,9052.78,47.22,522.48,2388.07,8139.67,8.4065,391,39.08,23.3894
23,-0.0014,-0.0001,100.0,642.01,1589.62,1399.90,554.44,2387.98,9054.09,47.15,521.85,2388.04,8135.22,8.4200,391,38.98,23.3634
24,0.0012,0.0002,100.0,642.03,1582.36,1394.63,554.08,2387.97,9059.91,47.22,521.95,2388.03,8139.45,8.3978,392,39.33,23.3175
25,0.0003,0.0000,100.0,642.27,1584.31,1397.56,554.28,2388.11,9055.25,47.12,521.84,2388.05,8135.50,8.3877,389,38.93,23.4540
26,0.0007,-0.0001,100.0,642.14,1573.06,1397.60,554.00,2388.07,9053.20,47.41,521.81,2388.01,8137.39,8.3798,392,38.99,23.5214
27,-0.0008,-0.0005,100.0,641.93,1582.66,1392.65,554.27,2387.98,9053.32,47.37,522.13,2388.02,8138.65,8.4319,393,39.23,23.3410
