cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
1,0.0013,-0.0003,100.0,642.38,1582.81,1397.15,553.93,2388.10,9065.72,47.38,522.13,2388.06,8140.87,8.3827,393,38.93,23.3516
2,0.0021,-0.0003,100.0,642.09,1583.75,1405.54,553.94,2388.02,9065.63,47.33,522.09,2388.06,8149.48,8.4003,391,39.08,23.3289
3,-0.0005,0.0003,100.0,642.74,1592.89,1395.61,553.84,2388.09,9064.13,47.41,521.79,2388.08,8144.10,8.4676,393,38.86,23.3891
4,0.0013,0.0002,100.0,641.72,1592.28,1409.18,553.83,2388.02,9063.62,47.55,521.21,2388.06,8144.32,8.3913,393,38.77,23.2968
5,0.0020,0.0001,100.0,643.02,1592.47,1409.42,553.68,2388.09,9058.92,47.34,521.72,2388.06,8144.17,8.4380,392,38.97,23.3816
6,-0.0002,0.0003,100.0,642.77,1590.04,1405.96,553.82,2388.09,9061.58,47.36,521.76,2388.07,8145.49,8.4002,392,38.88,23.3067
7,-0.0030,0.0005,100.0,642.01,1583.97,1404.72,553.04,2388.03,9069.54,47.33,521.85,2388.02,8148.18,8.4345,394,39.06,23.4642
8,-0.0004,-0.0002,100.0,642.33,1590.71,1409.66,553.54,2388.08,9067.16,47.34,521.74,2388.08,8142.13,8.4047,392,38.94,23.4459
9,-0.0028,0.0003,100.0,642.36,1590.74,1402.40,554.56,2388.09,9064.26,47.31,521.93,2388.04,8141.98,8.4162,392,39.00,23.3071
10,0.0001,0.0002,100.0,642.84,1591.72,1400.10,553.61,2388.10,9057.30,47.30,521.26,2388.03,8144.11,8.4058,393,39.12,23.2529
11,-0.0017,0.0000,100.0,642.07,1589.74,1400.35,553.83,2388.05,9065.74,47.58,521.81,2388.06,8144.05,8.4350,392,38.88,23.2418
12,-0.0011,0.0004,100.0,641.67,1584.63,1403.40,554.39,2388.02,9065.34,47.35,521.93,2388.08,8141.22,8.4296,392,38.92,23.3455
13,-0.0005,-0.0004,100.0,642.48,1583.45,1403.37,553.82,2388.04,9068.07,47.32,521.67,2388.05,8141.99,8.4463,392,38.87,23.2966
14,-0.0049,-0.0002,100.0,642.96,1583.51,1408.01,553.32,2388.06,9069.21,47.40,521.53,2388.09,8147.82,8.4351,391,38.79,23.1908
15,-0.0005,0.0002,100.0,642.41,1595.45,1406.05,554.47,2388.04,9059.42,47.32,522.14,2388.07,8143.06,8.4061,392,38.96,23.3491
16,-0.0018,-0.0002,100.0,642.04,1591.17,1409.62,554.78,2388.02,9067.34,47.40,521.00,2388.04,8150.09,8.4349,391,38.72,23.2993
17,-0.0026,-0.0001,100.0,641.91,1585.44,1406.29,554.14,2388.04,9060.38,47.31,522.45,2388.07,8141.42,8.4127,392,38.87,23.2985
18,-0.0023,0.0005,100.0,642.54,1586.65,1408.08,553.87,2388.05,9066.75,47.33,521.95,2388.14,8147.05,8.4220,391,38.90,23.2290
19,0.0007,0.0004,100.0,642.90,1592.47,1406.43,553.21,2388.10,9061.02,47.31,521.57,2388.10,8145.93,8.4233,391,38.92,23.3431
20,-0.0044,-0.0004,100.0,642.28,1582.47,1409.30,554.65,2388.01,9064.52,47.26,521.81,2388.08,8144.62,8.4034,392,38.92,23.3814
21,-0.0012,-0.0003,100.0,642.45,1588.10,1404.18,553.15,2388.07,9063.80,47.46,522.05,2388.02,8146.25,8.4226,393,38.86,23.2643
22,0.0009,-0.0001,100.0,642.33,1589.95,1398.63,554.30,2388.09,9071.04,47.47,522.08,2388.10,8143.81,8.3986,392,38.77,23.3963
23,0.0018,0.0002,100.0,642.07,1589.86,1400.17,553.95,2388.10,9065.61,47.26,521.20,2388.02,8145.87,8.4030,394,38.83,23.2977
24,0.0011,0.0001,100.0,642.19,1589.70,1404.28,553.75,2388.03,9061.53,47.18,521.50,2388.04,8136.20,8.4269,393,38.86,23.4049
25,0.0002,-0.0000,100.0,642.60,1590.50,1408.39,553.88,2388.02,9069.47,47.40,521.95,2388.05,8147.94,8.4399,392,38.83,23.2814
26,0.0047,-0.0005,100.0,642.33,1582.43,1396.40,552.92,2388.04,9059.96,47.54,521.72,2388.01,8145.06,8.4190,394,38.88,23.3309
27,0.0011,0.0002,100.0,642.49,1585.62,1404.28,553.44,2388.08,9066.15,47.31,521.88,2388.05,8145.76,8.4355,393,38.93,23.3176
28,0.0013,0.0005,100.0,642.03,1588.09,1410.62,554.35,2388.05,9064.93,47.41,521.75,2388.07,8146.50,8.4428,393,38.89,23.3405
29,0.0000,-0.0005,100.0,642.72,1581.89,1404.83,553.49,2388.09,9059.78,47.60,521.68,2388.10,8138.82,8.4403,393,38.91,23.2628
30,-0.0011,-0.0005,100.0,642.29,1593.32,1402.00,553.67,2388.01,9063.61,47.32,522.18,2388.08,8142.88,8.4108,394,38.99,23.3079
31,0.0020,-0.0005,100.0,642.94,1589.69,1395.59,553.19,2388.03,9052.34,47.29,521.77,2388.09,8143.11,8.4235,390,38.79,23.3193
32,0.0009,0.0003,100.0,642.49,1588.32,1401.38,554.06,2388.10,9070.79,47.34,522.13,2388.02,8150.63,8.4332,394,38.96,23.3761
33,0.0036,0.0001,100.0,642.49,1589.03,1406.82,553.47,2388.07,9062.30,47.38,521.90,2388.10,8139.61,8.4255,393,38.76,23.3823
34,0.0015,-0.0005,100.0,641.99,1582.20,1400.63,553.49,2388.01,9068.25,47.32,521.76,2388.10,8146.22,8.4291,394,38.97,23.2989
35,-0.0015,-0.0004,100.0,642.29,1589.32,1404.38,553.52,2388.08,9059.70,47.40,521.23,2388.10,8144.65,8.4304,393,39.05,23.2710
36,0.0005,0.0002,100.0,642.10,1583.86,1412.24,553.67,2388.16,9062.98,47.45,522.03,2388.02,8141.77,8.4460,393,38.86,23.3723
37,0.0018,-0.0005,100.0,642.63,1594.53,1401.64,553.96,2388.05,9069.18,47.54,521.21,2388.07,8145.75,8.4649,394,38.94,23.3558
38,-0.0042,0.0003,100.0,641.89,1590.60,1404.97,553.93,2388.07,9066.00,47.30,521.62,2388.12,8146.09,8.4448,392,39.12,23.2434
39,-0.0008,-0.0000,100.0,642.47,1589.20,1405.94,554.29,2388.06,9068.73,47.17,521.67,2388.05,8142.99,8.4526,395,38.95,23.3676
40,0.0007,0.0000,100.0,643.09,1591.22,1407.42,553.66,2388.06,9080.49,47.18,521.67,2388.06,8142.11,8.4439,391,38.74,23.2320
41,0.0018,0.0000,100.0,642.67,1592.74,1398.61,554.49,2388.04,9069.73,47.51,522.06,2388.14,8145.33,8.4235,393,38.95,23.2660
42,-0.0022,0.0001,100.0,642.83,1589.58,1399.16,553.78,2388.02,9061.64,47.26,521.95,2388.11,8141.35,8.4348,395,38.89,23.2482
43,0.0016,-0.0002,100.0,642.22,1587.35,1409.72,553.55,2388.09,9067.56,47.51,521.01,2388.05,8144.85,8.4137,394,38.76,23.2964
44,0.0007,-0.0003,100.0,642.99,1594.50,1402.06,553.94,2388.06,9067.78,47.28,521.45,2388.08,8140.77,8.4044,391,38.86,23.3302
45,-0.0037,0.0002,100.0,642.16,1583.53,1402.77,553.56,2388.06,9061.78,47.57,521.47,2388.08,8141.97,8.4302,391,39.00,23.2905
46,-0.0015,-0.0005,100.0,642.49,1596.17,1404.47,553.75,2388.04,9063.42,47.18,521.80,2388.13,8140.88,8.4310,393,38.93,23.2954
47,0.0004,0.0004,100.0,641.79,1590.20,1398.64,554.14,2388.05,9063.26,47.40,521.90,2388.03,8151.13,8.4138,392,38.79,23.3569
48,0.0003,-0.0004,100.0,642.71,1592.55,1406.03,553.66,2388.11,9061.23,47.41,521.81,2388.13,8142.87,8.4022,394,39.07,23.3391
49,-0.0013,0.0004,100.0,642.77,1582.23,1398.47,553.72,2388.05,9061.94,47.58,521.86,2388.06,8147.42,8.4163,392,38.89,23.4967
50,0.0019,-0.0003,100.0,642.80,1589.95,1399.93,554.33,2388.12,9070.23,47.50,521.41,2388.04,8146.22,8.4075,394,38.82,23.3808
51,-0.0005,-0.0005,100.0,642.92,1588.82,1408.34,554.33,2388.02,9063.56,47.24,521.84,2388.03,8154.81,8.4674,394,39.00,23.3971
52,0.0025,0.0004,100.0,642.00,1587.28,1408.31,552.66,2388.07,9068.66,47.43,522.33,2388.15,8145.30,8.4296,393,38.78,23.3284
53,-0.0001,-0.0001,100.0,642.09,1594.60,1407.78,553.99,2388.04,9069.72,47.30,521.89,2388.02,8144.63,8.4275,392,38.79,23.3668
54,0.0027,0.0004,100.0,642.20,1590.84,1402.79,553.90,2388.08,9068.82,47.52,521.34,2388.03,8145.92,8.4372,393,38.96,23.2908
55,0.0027,-0.0002,100.0,642.43,1588.92,1407.95,554.07,2388.13,9073.34,47.30,521.69,2388.14,8147.82,8.4368,392,38.92,23.3524
56,-0.0036,-0.0005,100.0,642.56,1588.52,1409.34,552.92,2388.08,9070.82,47.39,521.27,2388.05,8148.27,8.4274,395,38.74,23.1799
57,-0.0012,-0.0003,100.0,642.23,1598.88,1398.37,553.30,2388.07,9061.73,47.49,521.93,2388.07,8144.47,8.4385,391,38.86,23.3088
58,-0.0002,0.0005,100.0,643.15,1596.23,1412.76,553.80,2388.09,9066.16,47.34,521.74,2388.02,8147.28,8.4176,393,39.05,23.3291
59,-0.0001,-0.0002,100.0,642.91,1587.80,1400.74,553.19,2388.03,9060.40,47.37,521.76,2388.09,8143.33,8.4469,391,38.90,23.3759
60,0.0015,0.0004,100.0,642.74,1592.30,1405.35,553.57,2388.02,9065.68,47.29,522.11,2388.03,8149.56,8.4253,392,39.02,23.3931
61,0.0019,0.0001,100.0,642.69,1595.86,1409.63,553.13,2388.04,9066.14,47.28,521.26,2388.08,8145.84,8.4272,394,38.64,23.3159
62,0.0010,0.0003,100.0,642.33,1589.33,1401.07,552.52,2388.06,9059.26,47.62,521.71,2388.09,8142.36,8.4265,391,38.77,23.2760
63,0.0016,-0.0003,100.0,642.30,1595.81,1408.87,553.61,2388.07,9069.82,47.26,521.86,2388.10,8142.79,8.4540,392,38.73,23.2974
64,-0.0002,0.0001,100.0,642.32,1582.13,1403.73,553.99,2388.05,9068.61,47.44,521.96,2388.03,8142.75,8.3887,393,38.91,23.3516
65,-0.0019,-0.0001,100.0,642.94,1580.66,1404.33,553.55,2388.08,9069.63,47.48,521.80,2388.06,8147.23,8.4405,393,38.84,23.2896
66,0.0004,-0.0002,100.0,642.27,1586.95,1410.67,554.39,2388.07,9069.30,47.24,521.82,2388.09,8145.11,8.4697,392,38.95,23.3024
67,-0.0023,0.0001,100.0,643.10,1594.64,1405.45,553.51,2388.07,9064.46,47.39,521.52,2388.03,8144.28,8.4000,393,38.83,23.3647
68,-0.0006,0.0003,100.0,642.97,1592.12,1402.92,554.13,2388.04,9061.88,47.44,521.63,2388.05,8149.48,8.4199,392,38.86,23.3841
69,-0.0008,0.0002,100.0,642.29,1588.65,1403.83,553.61,2388.08,9055.69,47.47,521.52,2388.07,8142.92,8.4060,394,38.85,23.2908
70,0.0003,0.0001,100.0,642.31,1588.45,1400.74,552.93,2388.07,9059.98,47.59,521.34,2388.09,8149.30,8.4320,393,38.89,23.2719
71,-0.0015,-0.0000,100.0,642.87,1581.86,1408.20,553.81,2388.07,9070.20,47.39,521.50,2388.06,8146.01,8.4358,394,38.89,23.2419
72,0.0001,-0.0000,100.0,642.19,1594.50,1403.06,553.52,2388.05,9069.68,47.53,521.56,2388.01,8148.22,8.4551,392,38.86,23.2608
73,0.0002,-0.0002,100.0,642.40,1583.99,1413.27,553.05,2388.07,9060.11,47.51,521.75,2388.09,8147.79,8.4639,392,38.71,23.3235
74,0.0011,0.0003,100.0,642.52,1590.59,1403.60,553.74,2388.00,9069.81,47.39,521.42,2388.03,8150.17,8.4206,392,38.77,23.4017
75,-0.0028,0.0004,100.0,642.91,1590.45,1406.05,553.72,2387.99,9065.34,47.48,521.49,2388.09,8149.41,8.4015,393,38.88,23.2588
76,-0.0027,0.0000,100.0,642.70,1586.90,1410.71,553.27,2388.08,9055.31,47.47,521.60,2387.99,8145.37,8.4447,393,39.02,23.2720
77,0.0004,-0.0004,100.0,642.34,1590.95,1420.80,553.82,2388.07,9074.27,47.36,521.47,2388.05,8145.14,8.4661,391,38.84,23.3237
78,-0.0006,-0.0004,100.0,642.54,1593.01,1415.98,553.69,2388.07,9071.79,47.36,521.07,2388.08,8139.84,8.4627,395,38.90,23.2549
79,-0.0006,0.0004,100.0,642.23,1591.44,1406.74,554.52,2388.05,9067.50,47.51,521.41,2388.06,8139.62,8.4309,394,38.80,23.3907
80,-0.0025,0.0001,100.0,642.60,1601.90,1409.65,554.00,2388.05,9064.22,47.57,521.39,2388.10,8147.53,8.4421,393,38.78,23.3445
81,0.0006,0.0004,100.0,642.48,1591.02,1411.79,553.49,2388.07,9077.26,47.36,521.77,2388.02,8142.89,8.4264,392,38.89,23.2824
82,0.0001,-0.0005,100.0,642.43,1588.72,1399.36,554.16,2388.01,9063.97,47.64,521.87,2388.05,8151.37,8.3939,393,38.71,23.4016
83,0.0011,-0.0005,100.0,642.54,1583.62,1403.80,553.11,2388.04,9069.37,47.40,521.69,2388.08,8147.02,8.4146,393,38.87,23.2505
84,-0.0031,0.0004,100.0,642.45,1593.99,1404.15,553.56,2388.08,9063.83,47.50,521.68,2388.10,8143.70,8.4199,394,38.85,23.3239
85,0.0002,-0.0005,100.0,642.27,1592.90,1404.77,553.21,2388.08,9067.91,47.51,521.25,2388.09,8145.93,8.4151,393,38.73,23.2585
86,-0.0016,0.0001,100.0,643.02,1594.52,1405.90,553.66,2388.09,9066.92,47.49,521.82,2388.06,8143.06,8.4472,391,38.72,23.2786
87,-0.0000,0.0005,100.0,642.58,1587.35,1402.28,553.42,2388.09,9065.63,47.49,520.78,2388.12,8147.06,8.4246,396,38.92,23.2760
88,-0.0018,0.0004,100.0,642.91,1586.75,1413.02,553.48,2388.03,9069.63,47.36,521.84,2388.08,8150.83,8.4260,393,38.85,23.2489
89,0.0011,-0.0001,100.0,642.34,1595.99,1409.30,552.88,2388.13,9075.31,47.68,521.48,2388.12,8150.60,8.4505,392,38.94,23.3508
90,0.0000,0.0002,100.0,642.45,1584.12,1408.29,553.30,2388.07,9070.21,47.54,521.40,2388.04,8147.37,8.4164,392,38.87,23.2883
91,-0.0003,-0.0005,100.0,642.70,1588.13,1405.60,553.79,2388.10,9070.40,47.49,521.78,2388.11,8143.40,8.4161,392,38.79,23.2414
92,0.0010,-0.0002,100.0,642.77,1594.74,1408.75,553.78,2388.07,9069.98,47.61,521.23,2388.05,8150.66,8.3891,392,38.78,23.3835
93,0.0046,0.0002,100.0,642.38,1593.03,1412.50,554.36,2388.08,9071.80,47.77,522.25,2388.02,8148.11,8.4403,393,38.82,23.2253
94,0.0005,0.0000,100.0,642.83,1594.65,1409.14,553.14,2388.07,9065.06,47.55,521.89,2388.07,8149.39,8.4396,394,39.02,23.2667
95,-0.0026,-0.0002,100.0,642.71,1595.16,1404.56,553.01,2388.12,9066.88,47.65,521.62,2388.08,8147.66,8.4144,392,38.84,23.3048
96,-0.0012,-0.0001,100.0,642.67,1590.16,1406.03,553.01,2388.03,9077.28,47.36,522.00,2388.11,8154.88,8.4401,392,38.86,23.2998
97,0.0016,0.0002,100.0,643.16,1592.02,1410.01,554.15,2388.02,9070.01,47.53,521.42,2388.06,8150.00,8.4474,393,38.66,23.3563
98,0.0008,-0.0003,100.0,642.26,1593.99,1407.00,553.78,2388.03,9071.31,47.59,520.63,2388.00,8155.34,8.4316,392,38.78,23.2909
99,-0.0014,0.0001,100.0,642.73,1585.74,1407.91,553.16,2388.07,9066.32,47.58,520.99,2388.05,8149.32,8.4468,390,39.08,23.3127
100,0.0001,0.0000,100.0,642.31,1588.66,1409.91,553.57,2388.09,9069.99,47.50,521.22,2388.07,8152.05,8.4355,394,38.79,23.2976
101,-0.0022,0.0002,100.0,642.76,1591.65,1414.94,553.47,2388.10,9075.45,47.39,521.78,2388.08,8153.08,8.4439,393,38.64,23.3431
102,-0.0035,0.0004,100.0,642.70,1581.06,1415.76,553.55,2388.07,9067.52,47.53,521.34,2388.11,8146.78,8.4454,393,39.00,23.2473
103,-0.0023,0.0002,100.0,642.84,1596.64,1407.64,553.64,2388.08,9067.46,47.38,521.11,2388.06,8145.23,8.4348,393,38.86,23.2445
104,0.0034,-0.0002,100.0,642.96,1596.05,1406.37,553.72,2388.06,9068.06,47.50,521.05,2388.09,8147.58,8.4119,393,38.79,23.1995
105,0.0012,-0.0000,100.0,642.50,1588.91,1404.26,553.51,2388.08,9080.98,47.45,521.42,2388.05,8150.03,8.4279,392,38.70,23.2870
106,0.0041,0.0003,100.0,642.83,1588.45,1401.70,553.33,2388.07,9071.71,47.40,521.33,2388.09,8149.10,8.4632,394,38.80,23.2926
107,-0.0014,0.0002,100.0,642.29,1589.73,1405.93,553.49,2388.04,9073.99,47.57,521.10,2388.09,8151.00,8.4602,394,38.85,23.3506
108,0.0024,-0.0003,100.0,643.22,1588.68,1412.33,552.80,2388.12,9074.46,47.52,521.53,2388.09,8155.32,8.4415,395,38.70,23.3304
109,-0.0014,-0.0002,100.0,642.67,1585.16,1406.18,554.02,2388.09,9066.11,47.56,521.69,2388.14,8149.14,8.4500,393,38.72,23.2669
110,0.0009,0.0002,100.0,642.48,1585.42,1405.57,553.61,2388.07,9080.79,47.54,522.22,2388.05,8150.45,8.4530,392,38.89,23.3636
111,-0.0015,0.0002,100.0,642.79,1593.38,1411.10,553.04,2388.06,9079.50,47.70,521.29,2388.04,8154.68,8.4905,392,38.79,23.3321
112,0.0027,-0.0005,100.0,643.17,1591.36,1408.93,553.66,2388.08,9073.31,47.62,521.26,2388.10,8152.46,8.4207,393,38.75,23.3397
113,-0.0013,0.0004,100.0,642.16,1587.16,1407.29,553.09,2388.13,9076.21,47.57,521.03,2388.09,8152.63,8.4172,393,38.89,23.3840
